"id","city_id","code","name","cname","lower_name","code_full"
"568","510","82",,"双城市",,"CHN023001082"
"569","510","83",,"尚志市",,"CHN023001083"
"570","510","84",,"五常市",,"CHN023001084"
"571","511","2",,"龙沙区",,"CHN023002002"
"572","511","3",,"建华区",,"CHN023002003"
"573","511","4",,"铁锋区",,"CHN023002004"
"574","511","5",,"昂昂溪区",,"CHN023002005"
"575","511","6",,"富拉尔基区",,"CHN023002006"
"576","511","7",,"碾子山区",,"CHN023002007"
"577","511","8",,"梅里斯达斡尔族区",,"CHN023002008"
"578","511","21",,"龙江县",,"CHN023002021"
"579","511","23",,"依安县",,"CHN023002023"
"580","511","24",,"泰来县",,"CHN023002024"
"581","511","25",,"甘南县",,"CHN023002025"
"582","511","27",,"富裕县",,"CHN023002027"
"583","511","29",,"克山县",,"CHN023002029"
"584","511","30",,"克东县",,"CHN023002030"
"585","511","31",,"拜泉县",,"CHN023002031"
"586","511","81",,"讷河市",,"CHN023002081"
"587","512","2",,"鸡冠区",,"CHN023003002"
"588","512","3",,"恒山区",,"CHN023003003"
"589","512","4",,"滴道区",,"CHN023003004"
"590","512","5",,"梨树区",,"CHN023003005"
"591","512","6",,"城子河区",,"CHN023003006"
"592","512","7",,"麻山区",,"CHN023003007"
"593","512","21",,"鸡东县",,"CHN023003021"
"594","512","81",,"虎林市",,"CHN023003081"
"595","512","82",,"密山市",,"CHN023003082"
"596","513","2",,"向阳区",,"CHN023004002"
"597","513","3",,"工农区",,"CHN023004003"
"598","513","4",,"南山区",,"CHN023004004"
"599","513","5",,"兴安区",,"CHN023004005"
"600","513","6",,"东山区",,"CHN023004006"
"601","513","7",,"兴山区",,"CHN023004007"
"602","513","21",,"萝北县",,"CHN023004021"
"603","513","22",,"绥滨县",,"CHN023004022"
"604","514","2",,"尖山区",,"CHN023005002"
"605","514","3",,"岭东区",,"CHN023005003"
"606","514","5",,"四方台区",,"CHN023005005"
"607","514","6",,"宝山区",,"CHN023005006"
"608","514","21",,"集贤县",,"CHN023005021"
"609","514","22",,"友谊县",,"CHN023005022"
"610","514","23",,"宝清县",,"CHN023005023"
"611","514","24",,"饶河县",,"CHN023005024"
"612","515","2",,"萨尔图区",,"CHN023006002"
"613","515","3",,"龙凤区",,"CHN023006003"
"614","515","4",,"让胡路区",,"CHN023006004"
"615","515","5",,"红岗区",,"CHN023006005"
"616","515","6",,"大同区",,"CHN023006006"
"617","515","21",,"肇州县",,"CHN023006021"
"618","515","22",,"肇源县",,"CHN023006022"
"619","515","23",,"林甸县",,"CHN023006023"
"620","515","24",,"杜尔伯特蒙古族自治县",,"CHN023006024"
"621","516","2",,"伊春区",,"CHN023007002"
"622","516","3",,"南岔区",,"CHN023007003"
"623","516","4",,"友好区",,"CHN023007004"
"624","516","5",,"西林区",,"CHN023007005"
"625","516","6",,"翠峦区",,"CHN023007006"
"626","516","7",,"新青区",,"CHN023007007"
"627","516","8",,"美溪区",,"CHN023007008"
"628","516","9",,"金山屯区",,"CHN023007009"
"629","516","10",,"五营区",,"CHN023007010"
"630","516","11",,"乌马河区",,"CHN023007011"
"631","516","12",,"汤旺河区",,"CHN023007012"
"632","516","13",,"带岭区",,"CHN023007013"
"633","516","14",,"乌伊岭区",,"CHN023007014"
"634","516","15",,"红星区",,"CHN023007015"
"635","516","16",,"上甘岭区",,"CHN023007016"
"636","516","22",,"嘉荫县",,"CHN023007022"
"637","516","81",,"铁力市",,"CHN023007081"
"638","517","3",,"向阳区",,"CHN023008003"
"639","517","4",,"前进区",,"CHN023008004"
"640","517","5",,"东风区",,"CHN023008005"
"641","517","11",,"郊　区",,"CHN023008011"
"642","517","22",,"桦南县",,"CHN023008022"
"643","517","26",,"桦川县",,"CHN023008026"
"644","517","28",,"汤原县",,"CHN023008028"
"645","517","33",,"抚远县",,"CHN023008033"
"646","517","81",,"同江市",,"CHN023008081"
"647","517","82",,"富锦市",,"CHN023008082"
"648","518","2",,"新兴区",,"CHN023009002"
"649","518","3",,"桃山区",,"CHN023009003"
"650","518","4",,"茄子河区",,"CHN023009004"
"651","518","21",,"勃利县",,"CHN023009021"
"652","519","2",,"东安区",,"CHN023010002"
"653","519","3",,"阳明区",,"CHN023010003"
"654","519","4",,"爱民区",,"CHN023010004"
"655","519","5",,"西安区",,"CHN023010005"
"656","519","24",,"东宁县",,"CHN023010024"
"657","519","25",,"林口县",,"CHN023010025"
"658","519","81",,"绥芬河市",,"CHN023010081"
"659","519","83",,"海林市",,"CHN023010083"
"660","519","84",,"宁安市",,"CHN023010084"
"661","519","85",,"穆棱市",,"CHN023010085"
"662","520","2",,"爱辉区",,"CHN023011002"
"663","520","21",,"嫩江县",,"CHN023011021"
"664","520","23",,"逊克县",,"CHN023011023"
"665","520","24",,"孙吴县",,"CHN023011024"
"666","520","81",,"北安市",,"CHN023011081"
"667","520","82",,"五大连池市",,"CHN023011082"
"668","521","2",,"北林区",,"CHN023012002"
"669","521","21",,"望奎县",,"CHN023012021"
"670","521","22",,"兰西县",,"CHN023012022"
"671","521","23",,"青冈县",,"CHN023012023"
"672","521","24",,"庆安县",,"CHN023012024"
"673","521","25",,"明水县",,"CHN023012025"
"674","521","26",,"绥棱县",,"CHN023012026"
"675","521","81",,"安达市",,"CHN023012081"
"676","521","82",,"肇东市",,"CHN023012082"
"677","521","83",,"海伦市",,"CHN023012083"
"678","522","21",,"呼玛县",,"CHN023027021"
"679","522","22",,"塔河县",,"CHN023027022"
"680","522","23",,"漠河县",,"CHN023027023"
"681","541","2",,"玄武区",,"CHN032001002"
"682","541","3",,"白下区",,"CHN032001003"
"683","541","4",,"秦淮区",,"CHN032001004"
"684","541","5",,"建邺区",,"CHN032001005"
"685","541","6",,"鼓楼区",,"CHN032001006"
"686","541","7",,"下关区",,"CHN032001007"
"687","541","11",,"浦口区",,"CHN032001011"
"688","541","13",,"栖霞区",,"CHN032001013"
"689","541","14",,"雨花台区",,"CHN032001014"
"690","541","15",,"江宁区",,"CHN032001015"
"691","541","16",,"六合区",,"CHN032001016"
"692","541","24",,"溧水县",,"CHN032001024"
"693","541","25",,"高淳县",,"CHN032001025"
"694","542","2",,"崇安区",,"CHN032002002"
"695","542","3",,"南长区",,"CHN032002003"
"696","542","4",,"北塘区",,"CHN032002004"
"697","542","5",,"锡山区",,"CHN032002005"
"698","542","6",,"惠山区",,"CHN032002006"
"699","542","11",,"滨湖区",,"CHN032002011"
"700","542","81",,"江阴市",,"CHN032002081"
"701","542","82",,"宜兴市",,"CHN032002082"
"702","543","2",,"鼓楼区",,"CHN032003002"
"703","543","3",,"云龙区",,"CHN032003003"
"704","543","4",,"九里区",,"CHN032003004"
"705","543","5",,"贾汪区",,"CHN032003005"
"706","543","11",,"泉山区",,"CHN032003011"
"707","543","21",,"丰　县",,"CHN032003021"
"708","543","22",,"沛　县",,"CHN032003022"
"709","543","23",,"铜山县",,"CHN032003023"
"710","543","24",,"睢宁县",,"CHN032003024"
"711","543","81",,"新沂市",,"CHN032003081"
"712","543","82",,"邳州市",,"CHN032003082"
"713","544","2",,"天宁区",,"CHN032004002"
"714","544","4",,"钟楼区",,"CHN032004004"
"715","544","5",,"戚墅堰区",,"CHN032004005"
"716","544","11",,"新北区",,"CHN032004011"
"717","544","12",,"武进区",,"CHN032004012"
"718","544","81",,"溧阳市",,"CHN032004081"
"719","544","82",,"金坛市",,"CHN032004082"
"720","545","4",,"姑苏区",,"CHN032005004"
"721","545","5",,"虎丘区",,"CHN032005005"
"722","545","6",,"吴中区",,"CHN032005006"
"723","545","7",,"相城区",,"CHN032005007"
"724","545","8",,"吴江区",,"CHN032005008"
"725","545","81",,"常熟市",,"CHN032005081"
"726","545","82",,"张家港市",,"CHN032005082"
"727","545","83",,"昆山市",,"CHN032005083"
"728","545","85",,"太仓市",,"CHN032005085"
"729","546","2",,"崇川区",,"CHN032006002"
"730","546","11",,"港闸区",,"CHN032006011"
"731","546","21",,"海安县",,"CHN032006021"
"732","546","23",,"如东县",,"CHN032006023"
"733","546","81",,"启东市",,"CHN032006081"
"734","546","82",,"如皋市",,"CHN032006082"
"735","546","83",,"通州市",,"CHN032006083"
"736","546","84",,"海门市",,"CHN032006084"
"737","547","3",,"连云区",,"CHN032007003"
"738","547","5",,"新浦区",,"CHN032007005"
"739","547","6",,"海州区",,"CHN032007006"
"740","547","21",,"赣榆县",,"CHN032007021"
"741","547","22",,"东海县",,"CHN032007022"
"742","547","23",,"灌云县",,"CHN032007023"
"743","547","24",,"灌南县",,"CHN032007024"
"744","548","2",,"清河区",,"CHN032008002"
"745","548","3",,"淮安区",,"CHN032008003"
"746","548","4",,"淮阴区",,"CHN032008004"
"747","548","11",,"清浦区",,"CHN032008011"
"748","548","26",,"涟水县",,"CHN032008026"
"749","548","29",,"洪泽县",,"CHN032008029"
"750","548","30",,"盱眙县",,"CHN032008030"
"751","548","31",,"金湖县",,"CHN032008031"
"752","549","2",,"亭湖区",,"CHN032009002"
"753","549","3",,"盐都区",,"CHN032009003"
"754","549","21",,"响水县",,"CHN032009021"
"755","549","22",,"滨海县",,"CHN032009022"
"756","549","23",,"阜宁县",,"CHN032009023"
"757","549","24",,"射阳县",,"CHN032009024"
"758","549","25",,"建湖县",,"CHN032009025"
"759","549","81",,"东台市",,"CHN032009081"
"760","549","82",,"大丰市",,"CHN032009082"
"761","550","2",,"广陵区",,"CHN032010002"
"762","550","3",,"邗江区",,"CHN032010003"
"763","550","11",,"维扬区",,"CHN032010011"
"764","550","23",,"宝应县",,"CHN032010023"
"765","550","81",,"仪征市",,"CHN032010081"
"766","550","84",,"高邮市",,"CHN032010084"
"767","550","88",,"江都市",,"CHN032010088"
"768","551","2",,"京口区",,"CHN032011002"
"769","551","11",,"润州区",,"CHN032011011"
"770","551","12",,"丹徒区",,"CHN032011012"
"771","551","81",,"丹阳市",,"CHN032011081"
"772","551","82",,"扬中市",,"CHN032011082"
"773","551","83",,"句容市",,"CHN032011083"
"774","552","2",,"海陵区",,"CHN032012002"
"775","552","3",,"高港区",,"CHN032012003"
"776","552","81",,"兴化市",,"CHN032012081"
"777","552","82",,"靖江市",,"CHN032012082"
"778","552","83",,"泰兴市",,"CHN032012083"
"779","552","84",,"姜堰市",,"CHN032012084"
"780","553","2",,"宿城区",,"CHN032013002"
"781","553","11",,"宿豫区",,"CHN032013011"
"782","553","22",,"沭阳县",,"CHN032013022"
"783","553","23",,"泗阳县",,"CHN032013023"
"784","553","24",,"泗洪县",,"CHN032013024"
"785","554","2",,"上城区",,"CHN033001002"
"786","554","3",,"下城区",,"CHN033001003"
"787","554","4",,"江干区",,"CHN033001004"
"788","554","5",,"拱墅区",,"CHN033001005"
"789","554","6",,"西湖区",,"CHN033001006"
"790","554","8",,"滨江区",,"CHN033001008"
"791","554","9",,"萧山区",,"CHN033001009"
"792","554","10",,"余杭区",,"CHN033001010"
"793","554","22",,"桐庐县",,"CHN033001022"
"794","554","27",,"淳安县",,"CHN033001027"
"795","554","82",,"建德市",,"CHN033001082"
"796","554","83",,"富阳市",,"CHN033001083"
"797","554","85",,"临安市",,"CHN033001085"
"798","555","3",,"海曙区",,"CHN033002003"
"799","555","4",,"江东区",,"CHN033002004"
"800","555","5",,"江北区",,"CHN033002005"
"801","555","6",,"北仑区",,"CHN033002006"
"802","555","11",,"镇海区",,"CHN033002011"
"803","555","12",,"鄞州区",,"CHN033002012"
"804","555","25",,"象山县",,"CHN033002025"
"805","555","26",,"宁海县",,"CHN033002026"
"806","555","81",,"余姚市",,"CHN033002081"
"807","555","82",,"慈溪市",,"CHN033002082"
"808","555","83",,"奉化市",,"CHN033002083"
"809","556","2",,"鹿城区",,"CHN033003002"
"810","556","3",,"龙湾区",,"CHN033003003"
"811","556","4",,"瓯海区",,"CHN033003004"
"812","556","22",,"洞头县",,"CHN033003022"
"813","556","24",,"永嘉县",,"CHN033003024"
"814","556","26",,"平阳县",,"CHN033003026"
"815","556","27",,"苍南县",,"CHN033003027"
"816","556","28",,"文成县",,"CHN033003028"
"817","556","29",,"泰顺县",,"CHN033003029"
"818","556","81",,"瑞安市",,"CHN033003081"
"819","556","82",,"乐清市",,"CHN033003082"
"820","557","2",,"南湖区",,"CHN033004002"
"821","557","11",,"秀洲区",,"CHN033004011"
"822","557","21",,"嘉善县",,"CHN033004021"
"823","557","24",,"海盐县",,"CHN033004024"
"824","557","81",,"海宁市",,"CHN033004081"
"825","557","82",,"平湖市",,"CHN033004082"
"826","557","83",,"桐乡市",,"CHN033004083"
"827","558","2",,"吴兴区",,"CHN033005002"
"828","558","3",,"南浔区",,"CHN033005003"
"829","558","21",,"德清县",,"CHN033005021"
"830","558","22",,"长兴县",,"CHN033005022"
"831","558","23",,"安吉县",,"CHN033005023"
"832","559","2",,"越城区",,"CHN033006002"
"833","559","21",,"绍兴县",,"CHN033006021"
"834","559","24",,"新昌县",,"CHN033006024"
"835","559","81",,"诸暨市",,"CHN033006081"
"836","559","82",,"上虞市",,"CHN033006082"
"837","559","83",,"嵊州市",,"CHN033006083"
"838","560","2",,"婺城区",,"CHN033007002"
"839","560","3",,"金东区",,"CHN033007003"
"840","560","23",,"武义县",,"CHN033007023"
"841","560","26",,"浦江县",,"CHN033007026"
"842","560","27",,"磐安县",,"CHN033007027"
"843","560","81",,"兰溪市",,"CHN033007081"
"844","560","82",,"义乌市",,"CHN033007082"
"845","560","83",,"东阳市",,"CHN033007083"
"846","560","84",,"永康市",,"CHN033007084"
"847","561","2",,"柯城区",,"CHN033008002"
"848","561","3",,"衢江区",,"CHN033008003"
"849","561","22",,"常山县",,"CHN033008022"
"850","561","24",,"开化县",,"CHN033008024"
"851","561","25",,"龙游县",,"CHN033008025"
"852","561","81",,"江山市",,"CHN033008081"
"853","562","2",,"定海区",,"CHN033009002"
"854","562","3",,"普陀区",,"CHN033009003"
"855","562","21",,"岱山县",,"CHN033009021"
"856","562","22",,"嵊泗县",,"CHN033009022"
"857","563","2",,"椒江区",,"CHN033010002"
"858","563","3",,"黄岩区",,"CHN033010003"
"859","563","4",,"路桥区",,"CHN033010004"
"860","563","21",,"玉环县",,"CHN033010021"
"861","563","22",,"三门县",,"CHN033010022"
"862","563","23",,"天台县",,"CHN033010023"
"863","563","24",,"仙居县",,"CHN033010024"
"864","563","81",,"温岭市",,"CHN033010081"
"865","563","82",,"临海市",,"CHN033010082"
"866","564","2",,"莲都区",,"CHN033011002"
"867","564","21",,"青田县",,"CHN033011021"
"868","564","22",,"缙云县",,"CHN033011022"
"869","564","23",,"遂昌县",,"CHN033011023"
"870","564","24",,"松阳县",,"CHN033011024"
"871","564","25",,"云和县",,"CHN033011025"
"872","564","26",,"庆元县",,"CHN033011026"
"873","564","27",,"景宁畲族自治县",,"CHN033011027"
"874","564","81",,"龙泉市",,"CHN033011081"
"875","565","2",,"瑶海区",,"CHN034001002"
"876","565","3",,"庐阳区",,"CHN034001003"
"877","565","4",,"蜀山区",,"CHN034001004"
"878","565","11",,"包河区",,"CHN034001011"
"879","565","21",,"长丰县",,"CHN034001021"
"880","565","22",,"肥东县",,"CHN034001022"
"881","565","23",,"肥西县",,"CHN034001023"
"882","565","24",,"庐江县",,"CHN034001024"
"883","565","25",,"巢湖市",,"CHN034001025"
"884","566","2",,"镜湖区",,"CHN034002002"
"885","566","3",,"弋江区",,"CHN034002003"
"886","566","7",,"鸠江区",,"CHN034002007"
"887","566","8",,"三山区",,"CHN034002008"
"888","566","21",,"芜湖县",,"CHN034002021"
"889","566","22",,"繁昌县",,"CHN034002022"
"890","566","23",,"南陵县",,"CHN034002023"
"891","566","24",,"无为县",,"CHN034002024"
"892","567","2",,"龙子湖区",,"CHN034003002"
"893","567","3",,"蚌山区",,"CHN034003003"
"894","567","4",,"禹会区",,"CHN034003004"
"895","567","11",,"淮上区",,"CHN034003011"
"896","567","21",,"怀远县",,"CHN034003021"
"897","567","22",,"五河县",,"CHN034003022"
"898","567","23",,"固镇县",,"CHN034003023"
"899","568","2",,"大通区",,"CHN034004002"
"900","568","3",,"田家庵区",,"CHN034004003"
"901","568","4",,"谢家集区",,"CHN034004004"
"902","568","5",,"八公山区",,"CHN034004005"
"903","568","6",,"潘集区",,"CHN034004006"
"904","568","21",,"凤台县",,"CHN034004021"
"905","569","3",,"花山区",,"CHN034005003"
"906","569","4",,"雨山区",,"CHN034005004"
"907","569","5",,"博望区",,"CHN034005005"
"908","569","21",,"当涂县",,"CHN034005021"
"909","569","22",,"含山县",,"CHN034005022"
"910","569","23",,"和县",,"CHN034005023"
"911","570","2",,"杜集区",,"CHN034006002"
"912","570","3",,"相山区",,"CHN034006003"
"913","570","4",,"烈山区",,"CHN034006004"
"914","570","21",,"濉溪县",,"CHN034006021"
"915","571","2",,"铜官山区",,"CHN034007002"
"916","571","3",,"狮子山区",,"CHN034007003"
"917","571","11",,"郊　区",,"CHN034007011"
"918","571","21",,"铜陵县",,"CHN034007021"
"919","572","2",,"迎江区",,"CHN034008002"
"920","572","3",,"大观区",,"CHN034008003"
"921","572","11",,"宜秀区",,"CHN034008011"
"922","572","22",,"怀宁县",,"CHN034008022"
"923","572","23",,"枞阳县",,"CHN034008023"
"924","572","24",,"潜山县",,"CHN034008024"
"925","572","25",,"太湖县",,"CHN034008025"
"926","572","26",,"宿松县",,"CHN034008026"
"927","572","27",,"望江县",,"CHN034008027"
"928","572","28",,"岳西县",,"CHN034008028"
"929","572","81",,"桐城市",,"CHN034008081"
"930","573","2",,"屯溪区",,"CHN034010002"
"931","573","3",,"黄山区",,"CHN034010003"
"932","573","4",,"徽州区",,"CHN034010004"
"933","573","21",,"歙　县",,"CHN034010021"
"934","573","22",,"休宁县",,"CHN034010022"
"935","573","23",,"黟　县",,"CHN034010023"
"936","573","24",,"祁门县",,"CHN034010024"
"937","574","2",,"琅琊区",,"CHN034011002"
"938","574","3",,"南谯区",,"CHN034011003"
"939","574","22",,"来安县",,"CHN034011022"
"940","574","24",,"全椒县",,"CHN034011024"
"941","574","25",,"定远县",,"CHN034011025"
"942","574","26",,"凤阳县",,"CHN034011026"
"943","574","81",,"天长市",,"CHN034011081"
"944","574","82",,"明光市",,"CHN034011082"
"945","575","2",,"颍州区",,"CHN034012002"
"946","575","3",,"颍东区",,"CHN034012003"
"947","575","4",,"颍泉区",,"CHN034012004"
"948","575","21",,"临泉县",,"CHN034012021"
"949","575","22",,"太和县",,"CHN034012022"
"950","575","25",,"阜南县",,"CHN034012025"
"951","575","26",,"颍上县",,"CHN034012026"
"952","575","82",,"界首市",,"CHN034012082"
"953","576","2",,"埇桥区",,"CHN034013002"
"954","576","21",,"砀山县",,"CHN034013021"
"955","576","22",,"萧　县",,"CHN034013022"
"956","576","23",,"灵璧县",,"CHN034013023"
"957","576","24",,"泗　县",,"CHN034013024"
"958","577","2",,"金安区",,"CHN034015002"
"959","577","3",,"裕安区",,"CHN034015003"
"960","577","21",,"寿　县",,"CHN034015021"
"961","577","22",,"霍邱县",,"CHN034015022"
"962","577","23",,"舒城县",,"CHN034015023"
"963","577","24",,"金寨县",,"CHN034015024"
"964","577","25",,"霍山县",,"CHN034015025"
"965","578","2",,"谯城区",,"CHN034016002"
"966","578","21",,"涡阳县",,"CHN034016021"
"967","578","22",,"蒙城县",,"CHN034016022"
"968","578","23",,"利辛县",,"CHN034016023"
"969","579","2",,"贵池区",,"CHN034017002"
"970","579","21",,"东至县",,"CHN034017021"
"971","579","22",,"石台县",,"CHN034017022"
"972","579","23",,"青阳县",,"CHN034017023"
"973","580","2",,"宣州区",,"CHN034018002"
"974","580","21",,"郎溪县",,"CHN034018021"
"975","580","22",,"广德县",,"CHN034018022"
"976","580","23",,"泾　县",,"CHN034018023"
"977","580","24",,"绩溪县",,"CHN034018024"
"978","580","25",,"旌德县",,"CHN034018025"
"979","580","81",,"宁国市",,"CHN034018081"
"980","581","2",,"鼓楼区",,"CHN035001002"
"981","581","3",,"台江区",,"CHN035001003"
"982","581","4",,"仓山区",,"CHN035001004"
"983","581","5",,"马尾区",,"CHN035001005"
"984","581","11",,"晋安区",,"CHN035001011"
"985","581","21",,"闽侯县",,"CHN035001021"
"986","581","22",,"连江县",,"CHN035001022"
"987","581","23",,"罗源县",,"CHN035001023"
"988","581","24",,"闽清县",,"CHN035001024"
"989","581","25",,"永泰县",,"CHN035001025"
"990","581","28",,"平潭县",,"CHN035001028"
"991","581","81",,"福清市",,"CHN035001081"
"992","581","82",,"长乐市",,"CHN035001082"
"993","582","3",,"思明区",,"CHN035002003"
"994","582","5",,"海沧区",,"CHN035002005"
"995","582","6",,"湖里区",,"CHN035002006"
"996","582","11",,"集美区",,"CHN035002011"
"997","582","12",,"同安区",,"CHN035002012"
"998","582","13",,"翔安区",,"CHN035002013"
"999","583","2",,"城厢区",,"CHN035003002"
"1000","583","3",,"涵江区",,"CHN035003003"
"1001","583","4",,"荔城区",,"CHN035003004"
"1002","583","5",,"秀屿区",,"CHN035003005"
"1003","583","22",,"仙游县",,"CHN035003022"
"1004","584","2",,"梅列区",,"CHN035004002"
"1005","584","3",,"三元区",,"CHN035004003"
"1006","584","21",,"明溪县",,"CHN035004021"
"1007","584","23",,"清流县",,"CHN035004023"
"1008","584","24",,"宁化县",,"CHN035004024"
"1009","584","25",,"大田县",,"CHN035004025"
"1010","584","26",,"尤溪县",,"CHN035004026"
"1011","584","27",,"沙　县",,"CHN035004027"
"1012","584","28",,"将乐县",,"CHN035004028"
"1013","584","29",,"泰宁县",,"CHN035004029"
"1014","584","30",,"建宁县",,"CHN035004030"
"1015","584","81",,"永安市",,"CHN035004081"
"1016","585","2",,"鲤城区",,"CHN035005002"
"1017","585","3",,"丰泽区",,"CHN035005003"
"1018","585","4",,"洛江区",,"CHN035005004"
"1019","585","5",,"泉港区",,"CHN035005005"
"1020","585","21",,"惠安县",,"CHN035005021"
"1021","585","24",,"安溪县",,"CHN035005024"
"1022","585","25",,"永春县",,"CHN035005025"
"1023","585","26",,"德化县",,"CHN035005026"
"1024","585","27",,"金门县",,"CHN035005027"
"1025","585","81",,"石狮市",,"CHN035005081"
"1026","585","82",,"晋江市",,"CHN035005082"
"1027","585","83",,"南安市",,"CHN035005083"
"1028","586","2",,"芗城区",,"CHN035006002"
"1029","586","3",,"龙文区",,"CHN035006003"
"1030","586","22",,"云霄县",,"CHN035006022"
"1031","586","23",,"漳浦县",,"CHN035006023"
"1032","586","24",,"诏安县",,"CHN035006024"
"1033","586","25",,"长泰县",,"CHN035006025"
"1034","586","26",,"东山县",,"CHN035006026"
"1035","586","27",,"南靖县",,"CHN035006027"
"1036","586","28",,"平和县",,"CHN035006028"
"1037","586","29",,"华安县",,"CHN035006029"
"1038","586","81",,"龙海市",,"CHN035006081"
"1039","587","2",,"延平区",,"CHN035007002"
"1040","587","21",,"顺昌县",,"CHN035007021"
"1041","587","22",,"浦城县",,"CHN035007022"
"1042","587","23",,"光泽县",,"CHN035007023"
"1043","587","24",,"松溪县",,"CHN035007024"
"1044","587","25",,"政和县",,"CHN035007025"
"1045","587","81",,"邵武市",,"CHN035007081"
"1046","587","82",,"武夷山市",,"CHN035007082"
"1047","587","83",,"建瓯市",,"CHN035007083"
"1048","587","84",,"建阳市",,"CHN035007084"
"1049","588","2",,"新罗区",,"CHN035008002"
"1050","588","21",,"长汀县",,"CHN035008021"
"1051","588","22",,"永定县",,"CHN035008022"
"1052","588","23",,"上杭县",,"CHN035008023"
"1053","588","24",,"武平县",,"CHN035008024"
"1054","588","25",,"连城县",,"CHN035008025"
"1055","588","81",,"漳平市",,"CHN035008081"
"1056","589","2",,"蕉城区",,"CHN035009002"
"1057","589","21",,"霞浦县",,"CHN035009021"
"1058","589","22",,"古田县",,"CHN035009022"
"1059","589","23",,"屏南县",,"CHN035009023"
"1060","589","24",,"寿宁县",,"CHN035009024"
"1061","589","25",,"周宁县",,"CHN035009025"
"1062","589","26",,"柘荣县",,"CHN035009026"
"1063","589","81",,"福安市",,"CHN035009081"
"1064","589","82",,"福鼎市",,"CHN035009082"
"1065","590","2",,"东湖区",,"CHN036001002"
"1066","590","3",,"西湖区",,"CHN036001003"
"1067","590","4",,"青云谱区",,"CHN036001004"
"1068","590","5",,"湾里区",,"CHN036001005"
"1069","590","11",,"青山湖区",,"CHN036001011"
"1070","590","21",,"南昌县",,"CHN036001021"
"1071","590","22",,"新建县",,"CHN036001022"
"1072","590","23",,"安义县",,"CHN036001023"
"1073","590","24",,"进贤县",,"CHN036001024"
"1074","591","2",,"昌江区",,"CHN036002002"
"1075","591","3",,"珠山区",,"CHN036002003"
"1076","591","22",,"浮梁县",,"CHN036002022"
"1077","591","81",,"乐平市",,"CHN036002081"
"1078","592","2",,"安源区",,"CHN036003002"
"1079","592","13",,"湘东区",,"CHN036003013"
"1080","592","21",,"莲花县",,"CHN036003021"
"1081","592","22",,"上栗县",,"CHN036003022"
"1082","592","23",,"芦溪县",,"CHN036003023"
"1083","593","2",,"庐山区",,"CHN036004002"
"1084","593","3",,"浔阳区",,"CHN036004003"
"1085","593","21",,"九江县",,"CHN036004021"
"1086","593","23",,"武宁县",,"CHN036004023"
"1087","593","24",,"修水县",,"CHN036004024"
"1088","593","25",,"永修县",,"CHN036004025"
"1089","593","26",,"德安县",,"CHN036004026"
"1090","593","27",,"星子县",,"CHN036004027"
"1091","593","28",,"都昌县",,"CHN036004028"
"1092","593","29",,"湖口县",,"CHN036004029"
"1093","593","30",,"彭泽县",,"CHN036004030"
"1094","593","81",,"瑞昌市",,"CHN036004081"
"1095","594","2",,"渝水区",,"CHN036005002"
"1096","594","21",,"分宜县",,"CHN036005021"
"1097","595","2",,"月湖区",,"CHN036006002"
"1098","595","22",,"余江县",,"CHN036006022"
"1099","595","81",,"贵溪市",,"CHN036006081"
"1100","596","2",,"章贡区",,"CHN036007002"
"1101","596","21",,"赣　县",,"CHN036007021"
"1102","596","22",,"信丰县",,"CHN036007022"
"1103","596","23",,"大余县",,"CHN036007023"
"1104","596","24",,"上犹县",,"CHN036007024"
"1105","596","25",,"崇义县",,"CHN036007025"
"1106","596","26",,"安远县",,"CHN036007026"
"1107","596","27",,"龙南县",,"CHN036007027"
"1108","596","28",,"定南县",,"CHN036007028"
"1109","596","29",,"全南县",,"CHN036007029"
"1110","596","30",,"宁都县",,"CHN036007030"
"1111","596","31",,"于都县",,"CHN036007031"
"1112","596","32",,"兴国县",,"CHN036007032"
"1113","596","33",,"会昌县",,"CHN036007033"
"1114","596","34",,"寻乌县",,"CHN036007034"
"1115","596","35",,"石城县",,"CHN036007035"
"1116","596","81",,"瑞金市",,"CHN036007081"
"1117","596","82",,"南康市",,"CHN036007082"
"1118","597","2",,"吉州区",,"CHN036008002"
"1119","597","3",,"青原区",,"CHN036008003"
"1120","597","21",,"吉安县",,"CHN036008021"
"1121","597","22",,"吉水县",,"CHN036008022"
"1122","597","23",,"峡江县",,"CHN036008023"
"1123","597","24",,"新干县",,"CHN036008024"
"1124","597","25",,"永丰县",,"CHN036008025"
"1125","597","26",,"泰和县",,"CHN036008026"
"1126","597","27",,"遂川县",,"CHN036008027"
"1127","597","28",,"万安县",,"CHN036008028"
"1128","597","29",,"安福县",,"CHN036008029"
"1129","597","30",,"永新县",,"CHN036008030"
"1130","597","81",,"井冈山市",,"CHN036008081"
"1131","598","2",,"袁州区",,"CHN036009002"
"1132","598","21",,"奉新县",,"CHN036009021"
"1133","598","22",,"万载县",,"CHN036009022"
"1134","598","23",,"上高县",,"CHN036009023"
"1135","598","24",,"宜丰县",,"CHN036009024"
"1136","598","25",,"靖安县",,"CHN036009025"
"1137","598","26",,"铜鼓县",,"CHN036009026"
"1138","598","81",,"丰城市",,"CHN036009081"
"1139","598","82",,"樟树市",,"CHN036009082"
"1140","598","83",,"高安市",,"CHN036009083"
"1141","599","2",,"临川区",,"CHN036010002"
